sep=;
"Time";"CPU_USAGE (%)";"MEMORY_USAGE (MB)";"IOPs_Disk_write ";"IOPs_Disk_read";"TX_total (kbps)";"TX_error (kbps)";"RX_total (kbps)";"RX_error (kbps)"
"2019-04-25T00:00:00+07:00";26.626573426573433;489.068;0.37426097230769234;0.004399619580419581;1050.5842013986016;0;1043.9784816783217;0
"2019-04-25T00:01:00+07:00";26.04195804195804;489.1;0.3716212005594406;0.004399619580419581;1027.0892083916085;0;1020.4546439160839;0
"2019-04-25T00:02:00+07:00";25.3622306679075;489.068;0.3719144044994673;0.0043996183497571045;1006.1998080559977;0;999.3834922004218;0
"2019-04-25T00:03:00+07:00";25.28671328671329;489.068;0.3698613527272728;0.004399619580419581;1001.5416167832169;0;994.6628945454545;0
"2019-04-25T00:04:00+07:00";25.12445444101725;489.068;0.36927442690257883;0.004399615888434219;991.8376124439617;0;985.0765260896286;0
"2019-04-25T00:05:00+07:00";24.914678345544516;489.164;0.36780809403969394;0.0043996183497571045;982.2659316738652;0;975.5096728644272;0
"2019-04-25T00:06:00+07:00";24.900615718212972;489.164;0.3657538134137732;0.004399604812515315;979.6775350684137;0;973.1382138017997;0
"2019-04-25T00:07:00+07:00";24.71887420451071;489.164;0.363115167799953;0.0043996183497571045;969.56766837268;0;963.0613966261827;0
"2019-04-25T00:08:00+07:00";24.654545454545456;489.32;0.36898142881118884;0.004399619580419581;962.9958981818183;0;956.4828867132867;0
"2019-04-25T00:09:00+07:00";24.439160839160834;489.288;0.3660483490909091;0.004399619580419581;954.4566825174826;0;947.9882092307693;0
"2019-04-25T00:10:00+07:00";24.04473506735519;489.224;0.3686878114507876;0.004399615888434219;935.8809959040594;0;929.2309763096704;0
"2019-04-25T00:11:00+07:00";23.4069733647776;489.256;0.3651681187400403;0.004399615888434219;911.175633698769;0;904.3486430640759;0
"2019-04-25T00:12:00+07:00";23.236363636363638;489.288;0.36282196139860146;0.004399619580419581;904.3356240559441;0;897.5088447552448;0
"2019-04-25T00:13:00+07:00";22.307698547607988;489.192;0.35548936153548577;0.004106312757010562;895.3287360360102;0;888.8842296179664;0
"2019-04-25T00:14:00+07:00";21.36502898880308;489.224;0.3399438444912323;0.0038130025697894906;876.1035311598515;0;869.9866679757572;0
"2019-04-25T00:15:00+07:00";20.816783216783225;489.288;0.3334911641958042;0;860.5691054545456;0;854.5445415384615;0
"2019-04-25T00:16:00+07:00";19.790215325934362;489.288;0.3299715608312059;0;820.3102042825747;0;814.3221365936047;0
"2019-04-25T00:17:00+07:00";18.923087509419585;489.192;0.32615864736148104;0;788.9902797148418;0;783.1209102774322;0
"2019-04-25T00:18:00+07:00";17.95245257411261;489.28;0.3246920158579065;0;749.5718012788257;0;743.8418125431643;0
"2019-04-25T00:19:00+07:00";17.325869279477125;489.216;0.3194122921923658;0;730.734376857517;0;724.887425765755;0
"2019-04-25T00:20:00+07:00";16.83076923076923;489.216;0.304746982937063;0;711.001194965035;0;705.0046970629372;0
"2019-04-25T00:21:00+07:00";16.276918523938875;489.376;0.29506773732370983;0;691.2983397766882;0;685.3879682830857;0
"2019-04-25T00:22:00+07:00";16.461538461538463;489.412;0.3032804430769231;0;697.022267972028;0;691.0978237762238;0
"2019-04-25T00:23:00+07:00";16.45874125874126;489.316;0.3006406713286714;0;698.5953432167834;0;692.718332867133;0
"2019-04-25T00:24:00+07:00";16.41118422064777;489.316;0.2985874320035155;0;699.5528135516605;0;693.6003050069077;0
"2019-04-25T00:25:00+07:00";16.075519978875533;489.412;0.2971208925535965;0;673.8175234076859;0;668.2217521058038;0
"2019-04-25T00:26:00+07:00";15.7034921109113;489.412;0.2950677373237099;0;653.6266121324163;0;648.7814397814157;0
"2019-04-25T00:27:00+07:00";14.780411311658009;489.38;0.2938944235555673;0;589.2096865959796;0;584.1853850711134;0
"2019-04-25T00:28:00+07:00";14.19299508280133;489.416;0.2927211104438234;0;567.4621968149397;0;562.5047027932565;0
"2019-04-25T00:29:00+07:00";13.423779978679715;489.416;0.2962411346129048;0;528.0176581867576;0;523.224435027814;0
"2019-04-25T00:30:00+07:00";13.199996307693342;489.448;0.294774429433726;0;516.7360501437621;0;512.6820965924205;0
"2019-04-25T00:31:00+07:00";12.707692307692309;489.48;0.29506781986013986;0;494.1891177622378;0;490.4970718881119;0
"2019-04-25T00:32:00+07:00";12.707688753094054;489.512;0.29242796631385554;0;500.0141862897381;0;496.30557306137814;0
"2019-04-25T00:33:00+07:00";12.62937062937063;489.448;0.29653435972027975;0;496.5674539860141;0;493.00517594405596;0
"2019-04-25T00:34:00+07:00";12.52587062213409;489.448;0.2965342767736288;0;492.9802682572676;0;489.51463118471855;0
"2019-04-25T00:35:00+07:00";12.176223776223779;489.48;0.29506781986013986;0;477.03807776223783;0;473.7664111888112;0
"2019-04-25T00:36:00+07:00";11.482520694411384;489.508;0.29712105877512135;0;443.24783307631697;0;440.0051916098438;0
"2019-04-25T00:37:00+07:00";11.230772372244024;489.572;0.29770767488326577;0;434.1956772575321;0;431.000060139877;0
"2019-04-25T00:38:00+07:00";11.05175134314723;489.572;0.29946752320769887;0;431.8297935188234;0;429.10676506482946;0
"2019-04-25T00:39:00+07:00";10.31048951048951;489.54;0.29448120391608396;0;383.85787972027975;0;381.92335440559447;0
"2019-04-25T00:40:00+07:00";10.346856041078615;489.604;0.2956545185047605;0;390.0895591858908;0;388.3169511376087;0
"2019-04-25T00:41:00+07:00";10.134311090623063;489.604;0.29272266617137305;0;383.6336811577338;0;381.952275031161;0
"2019-04-25T00:42:00+07:00";9.963639150668296;489.512;0.28773520104481154;0;381.0543141410669;0;379.389333535478;0
"2019-04-25T00:43:00+07:00";9.429370629370629;489.64;0.2959477437762238;0;339.7823194405595;0;339.09788419580417;0
"2019-04-25T00:44:00+07:00";9.476923076923077;489.608;0.2959477437762238;0;346.7658830769231;0;346.086690909091;0
"2019-04-25T00:45:00+07:00";9.43776487769647;489.576;0.29506790239661607;0;346.1765466228103;0;345.5197900754657;0
"2019-04-25T00:46:00+07:00";9.384615384615387;489.608;0.2900815843356644;0;345.1892721678322;0;344.6232033566434;0
"2019-04-25T00:47:00+07:00";8.822377622377623;489.672;0.2903748923076923;0;304.0932386013986;0;304.2106808391609;0
"2019-04-25T00:48:00+07:00";8.752447552447553;489.608;0.293894587972028;0;308.90920727272726;0;308.88096;0
