sep=;
"Time";"CPU_USAGE (%)";"MEMORY_USAGE (MB)";"IOPs_Disk_write ";"IOPs_Disk_read";"TX_total (kbps)";"TX_error (kbps)";"RX_total (kbps)";"RX_error (kbps)"
"2019-04-25T00:00:00+07:00";259.846226530413;577.148;2.308921001656224;0;13946.303190574316;0;13845.78783043016;0
"2019-04-25T00:01:00+07:00";258.31328671328674;579.62;2.3059872760839166;0;13908.634788251748;0;13803.156782097903;0
"2019-04-25T00:02:00+07:00";256.041958041958;583.144;2.2910285695104897;0;13822.234685314685;0;13711.633273286716;0
"2019-04-25T00:03:00+07:00";253.7454545454546;586.828;2.2916151854545457;0;13698.642101258743;0;13572.412553846154;0
"2019-04-25T00:04:00+07:00";251.7482517482518;573.46;2.298361268811189;0;13591.783946293706;0;13464.164936503497;0
"2019-04-25T00:05:00+07:00";250.87552447552446;567.588;2.3004144246153846;0;13593.838570069931;0;13460.7513779021;0
"2019-04-25T00:06:00+07:00";249.0461538461539;577.5;2.2910285695104897;0;13533.50355916084;0;13402.276927552448;0
"2019-04-25T00:07:00+07:00";247.91328671328674;576.184;2.2751899390209793;0;13522.360116363638;0;13387.207923916087;0
"2019-04-25T00:08:00+07:00";248.41398601398603;575.392;2.276069862937063;0;13602.53946853147;0;13464.629733146856;0
"2019-04-25T00:09:00+07:00";247.89370629370632;574.628;2.2704970114685317;0;13611.788332307693;0;13472.30066797203;0
"2019-04-25T00:10:00+07:00";249.23636363636365;568.1;2.256418228811189;0;13846.402380979021;0;13694.657264335669;0
"2019-04-25T00:11:00+07:00";248.94545454545457;571.844;2.245272525874126;0;13931.533988251747;0;13777.910690909091;0
"2019-04-25T00:12:00+07:00";247.64755244755247;652.772;2.231487051188812;0;13979.827132867133;0;13825.37681678322;0
"2019-04-25T00:13:00+07:00";246.82797202797207;652.62;2.22298112;0;13986.391261538463;0;13827.876896223777;0
"2019-04-25T00:14:00+07:00";246.66573426573427;651.46;2.226500815664336;0;14103.514175104898;0;13938.409953566435;0
"2019-04-25T00:15:00+07:00";245.7706293706294;650.936;2.2194614243356647;0;14104.768572867135;0;13933.00056839161;0
"2019-04-25T00:16:00+07:00";245.2951048951049;573.24;2.2200480402797202;0;14136.747056783219;0;13957.664051468533;0
"2019-04-25T00:17:00+07:00";244.78881118881122;569.424;2.2071424895104896;0;14164.64477762238;0;13982.272033566436;0
"2019-04-25T00:18:00+07:00";244.26293706293708;578.352;2.200103098181818;0;14173.761611188815;0;13994.088154405597;0
"2019-04-25T00:19:00+07:00";243.14965034965041;576.752;2.193943630769231;0;14179.540905174827;0;13995.972482237763;0
"2019-04-25T00:20:00+07:00";243.55804195804197;576.956;2.1854376995804197;0;14374.337982657345;0;14186.644553846156;0
"2019-04-25T00:21:00+07:00";244.48671328671333;565.796;2.1986365583216787;0;14542.612900699303;0;14345.748392727275;0
"2019-04-25T00:22:00+07:00";244.61524776769363;566.34;2.1760506271045443;0;14660.867434479758;0;14457.579391563977;0
"2019-04-25T00:23:00+07:00";244.6797202797203;566.904;2.157280134265734;0;14771.851213426573;0;14563.943131748254;0
"2019-04-25T00:24:00+07:00";244.33286713286716;566.608;2.154347054545455;0;14757.720778741259;0;14546.462442517486;0
