sep=;
"Time";"CPU_USAGE (%)";"MEMORY_USAGE (MB)";"IOPs_Disk_write ";"IOPs_Disk_read";"TX_total (kbps)";"TX_error (kbps)";"RX_total (kbps)";"RX_error (kbps)"
"2019-04-25T00:00:00+07:00";229.1637004653707;285.924;1.1617932021799167;0;10620.77768860914;0;10415.67476578315;0
"2019-04-25T00:01:00+07:00";229.09930069930073;240.088;1.2207477795804196;2.178691616223776;10527.161852867133;0;10321.92855048951;0
"2019-04-25T00:02:00+07:00";226.84195804195807;211.144;1.4662465521678323;9.813241483636364;10378.76275916084;0;10170.083110489511;0
"2019-04-25T00:03:00+07:00";224.52587412587417;212.016;1.471232787692308;9.813241483636364;10303.537253146855;0;10092.559724755247;0
"2019-04-25T00:04:00+07:00";222.4699300699301;212.868;1.4718194036363639;9.813241483636364;10241.846270209793;0;10027.918670769232;0
"2019-04-25T00:05:00+07:00";220.0671328671329;213.704;1.4580339289510493;9.813241483636364;10156.396345734267;0;9938.73796923077;0
"2019-04-25T00:06:00+07:00";217.6727272727273;214.5;1.4539276173426574;9.813241483636364;10043.336234965036;0;9827.133578741259;0
"2019-04-25T00:07:00+07:00";215.36503496503502;213.5;1.4468882260139861;9.813241483636364;9937.910695384617;0;9721.286003916086;0
"2019-04-25T00:08:00+07:00";213.82097902097905;213.468;1.4442484542657343;9.813241483636364;9846.068518041959;0;9630.788482237764;0
"2019-04-25T00:09:00+07:00";211.40699300699305;213.404;1.4439551462937064;9.813241483636364;9727.506372027972;0;9512.880183496505;0
"2019-04-25T00:10:00+07:00";209.19440559440557;213.96;1.4404354506293708;9.813241483636364;9656.398532027972;0;9437.791492027975;0
"2019-04-25T00:11:00+07:00";207.30629370629373;214.12;1.4395555267132867;9.813241483636364;9557.255286153848;0;9339.136000000002;0
"2019-04-25T00:12:00+07:00";204.83916083916085;214.088;1.4451283781818185;9.813241483636364;9420.32586965035;0;9203.658736783218;0
"2019-04-25T00:13:00+07:00";203.6783216783217;214.244;1.4360358310489512;9.813241483636364;9335.39287944056;0;9120.334840839163;0
"2019-04-25T00:14:00+07:00";202.165034965035;214.496;1.4351559071328672;9.813241483636364;9238.853795804194;0;9026.099618461538;0
"2019-04-25T00:15:00+07:00";200.78881118881122;214.984;1.42752989986014;9.813241483636364;9213.443972027973;0;8998.71764811189;0
"2019-04-25T00:16:00+07:00";199.71748251748258;215.108;1.4342759832167835;9.813241483636364;9164.331038881119;0;8949.282611468532;0
"2019-04-25T00:17:00+07:00";198.34685314685316;218.396;1.4278232078321678;9.813534791608394;9056.415832167831;0;8842.353899860142;0
"2019-04-25T00:18:00+07:00";198.00839160839166;216.548;1.428116515804196;9.850784904055946;9028.543682237763;0;8815.459795244755;0
"2019-04-25T00:19:00+07:00";196.34125874125874;216.356;1.4207838165034965;9.850784904055946;8939.299112727273;0;8723.335682237761;0
"2019-04-25T00:20:00+07:00";194.4671328671329;219.388;1.4131578092307695;9.850784904055946;8797.761293426573;0;8582.076706013984;0
